nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
Ha-Ha-Ha,100 g,97.0,"4,6g","10,7g","6,2g",0mg,0mg
Sandwich Biscuit,1 porsi (90 g),120.0,3g,21g,2g,0mg,"21,00mg"
Boba Milk Tea,1 porsi (48 g),80.0,3g,13g,1g,0mg,"11,00mg"
2 In 1 Avocado Strawberry Sundae,100 ml,100.0,"3,5g",16g,1g,0mg,"1,0mg"
Cornetto Coffee Caramel,1 sajian (80 ml),130.0,"4,5g",20g,2g,0mg,"20,00mg"
Chocolate Almond,1 porsi (90 ml),150.0,10g,12g,2g,0mg,"3,0mg"
Choc Rocks Bar Red Velvet,1 porsi (65 ml),140.0,9g,14g,2g,0mg,"1,0mg"
Jcone Cookies & Cream,1 takaran saji. (80 ml),140.0,4g,25g,2g,0mg,"14,00mg"
Orange Plus,1 porsi,60.0,0g,15g,0g,0mg,0mg
Crunchy Cookies Cream,1 bungkus (70 ml),190.0,12g,19g,1g,0mg,"12,00mg"
Aice Chocolate,1 porsi (50 g),45.0,2g,7g,1g,0mg,"1,00mg"
Ice Cream Cokelat Chip,100 ml,120.0,6g,13g,2g,0mg,"9,00mg"
Frost Bite Cookies & Cream,1 package (60 ml),140.0,6g,20g,2g,0mg,"12,00mg"
Mix Fruit,1 porsi (35 ml),35.0,0g,8g,0g,0mg,"0,00mg"
Lu Ve Choco Almond Milk,1 porsi (90 ml),120.0,5g,18g,1g,0mg,"9,0mg"
Paddle Pop Milkie,1 bungkus (56 ml),80.0,3g,12g,1g,0mg,"12,00mg"
Strawberry Purete,1 porsi (60 g),200.0,16g,10g,2g,0mg,"9,00mg"
Taiyaki Ice Cream Uji Matcha,1 porsi (78 g),110.0,3g,20g,2g,0mg,"9,00mg"
Frost Bite Choco Lava Mochi,1 kemasan (46 ml),120.0,1g,27g,1g,0mg,"10,00mg"
Miki-Miki Strawberry,1 porsi (35 ml),70.0,5g,6g,0g,0mg,"5,00mg"
Haku Vanilla & Crispy Choco Monaka,100 ml,100.0,"2,5g",17g,2g,0mg,"10,00mg"
Premium Ice Cream Strawberry,100 ml,240.0,16g,21g,4g,0mg,160mg
Better Than Roses,100 g,79.0,"1,69g","11,8g","4,8g",0mg,0mg
Concerto Midi Tiramisu,1 porsi (80 ml),130.0,6g,17g,3g,0mg,"12,00mg"
Durian Mochi,1 porsi (45 ml),50.0,1g,11g,0g,0mg,"0,00mg"
Paddle Pop Mochi Strawberry Vanilla,1 porsi (45 ml),90.0,"1,5g",18g,1g,10mg,"0,000mg"
Vanchoco,1 potong (95 g),140.0,9g,12g,2g,0mg,"2,00mg"
Strawberry Cheesecake,100 g,150.0,7g,18g,3g,0mg,"7,00mg"
Blast Choco Cheese,1 buah (70 ml),170.0,10g,19g,2g,"12,00mg","1,500mg"
Double Yolks,100 g,90.0,4g,11g,2g,0mg,"1,0mg"
Oreo Cookies & Cream,1 cup (90 ml),110.0,4g,16g,2g,"10,00mg","0,500mg"
Dung Dung Kelapa Muda,100 ml,120.0,"4,5g",20g,1g,0mg,55mg
Jcone Black & Pink,1 bungkus (90 ml),160.0,7g,23g,2g,0mg,"14,00mg"
Sweet Pear,1 porsi (60 g),40.0,0g,10g,0g,0mg,0mg
Gold Ribbon Cashew Nut,1 porsi (90 ml),290.0,19g,27g,3g,0mg,"16,00mg"
Concerto Midi Strawberry Chunk,1 porsi (80 ml),180.0,9g,22g,2g,0mg,0mg
Ice Milk Sandwich,1 porsi (35 ml),70.0,1g,15g,1g,0mg,0mg
Boba Sundae,100 g,140.0,"3,5g",25g,2g,0mg,0mg
Mint-Choco Breeze,100 g,58.0,"0,6g","7,2g","5,9g",0mg,0mg
Berry Bean Sundae,100 g,130.0,3g,23g,3g,0mg,0mg
Matcha Ogura Mochi,1 porsi (46 ml),120.0,"1,5g",28g,1g,0mg,"10,00mg"
Blueberry Yoghurt,1 porsi (65 g),40.0,1g,7g,0g,0mg,"0,00mg"
Mung Bean Ice Cream,100 g,100.0,5g,11g,2g,0mg,"6,00mg"
Cool Hawthorn Berry,1 porsi (45 g),45.0,0g,10g,0g,0mg,"0,00mg"
Silverqueen Chocolate Cashew,100 ml,110.0,"4,5g",16g,3g,"10,00mg","1,000mg"
Frost Bite Cookies & Cream Mochi,1 bungkus (46 ml),140.0,2g,29g,1g,0mg,"11,00mg"
Es Krim Susu Telur,1 porsi (65 ml),70.0,"2,5g",11g,1g,0mg,"1,00mg"
Lu Ve Vanilla Brownies Strawberry Sauce,100 g,150.0,5g,23g,2g,0mg,0mg
Waku Waku Very Berry,1 stick (55 ml),60.0,0g,15g,1g,0mg,"13,00mg"
Durian,1 bungkus (45 ml),80.0,"3,5g",11g,1g,0mg,"1,00mg"
Waku Waku Bubblegum Loop,1 porsi (55 g),70.0,1g,16g,0g,0mg,"0,00mg"
Concerto Sundae Chocolate,100 ml,140.0,6g,20g,3g,0mg,"13,00mg"
Happy Cow Rainbow Pops,1 stik (55 ml),80.0,3g,11g,2g,0mg,"11,00mg"
Mochi Coklat,1 bungkus (45 ml),70.0,2g,12g,1g,10mg,"1,00mg"
Paddle Pop Choco Lava,1 porsi (56 ml),100.0,"3,5g",18g,1g,25mg,"1,500mg"
Frost Bite Boba Milk Tea with Brown Sugar,1 porsi (60 g),150.0,6g,24g,1g,0mg,"12,00mg"
Dung Dung Kacang Merah,1 bungkus (38 g),120.0,7g,11g,1g,"9,00mg","1,000mg"
Olympia Choco Crunch,1 cangkir (80 ml),100.0,5g,14g,1g,0mg,50mg
Obor Vanila,1 porsi (65 g),210.0,12g,24g,2g,0mg,"2,00mg"
Max Swich,100 ml,220.0,13g,24g,3g,0mg,55mg
Twister Marshmallow,1 stick (60 ml),60.0,1g,11g,1g,0mg,"11,00mg"
Cookies & Cream,100 g,59.0,"0,7g","6,7g","6,6g",0mg,0mg
Es Krim Cokelat dan Vanila,1 porsi (90 ml),80.0,"2,5g",13g,1g,0mg,"0,000mg"
Bingo,1 porsi (40 g),70.0,"2,5g",11g,1g,0mg,"1,0mg"
Mochi Strawberry,1 buah (45 ml),90.0,5g,11g,0g,0mg,"0,00mg"
Cookies Ice Cream,1 pack (85 g),200.0,10g,25g,3g,0mg,640mg
Es Krim Mangga,1 porsi (65 g),80.0,0g,20g,0g,0mg,10mg
Creamy Yogurt,1 porsi (75 g),130.0,8g,17g,1g,0mg,"15,00mg"
Mickey Ice Cream,1 porsi (75 ml),80.0,2g,13g,1g,0mg,"13,00mg"
Ice Milk,1 porsi (40 g),70.0,3g,12g,1g,0mg,"1,00mg"
Choco Cookies,1 porsi (60 g),190.0,13g,18g,2g,0mg,30mg
Crunchy Chocolate Vanilla,1 porsi (73 g),240.0,17g,21g,2g,0mg,40mg
Es Susu Lapis Cokelat,1 porsi (40 g),70.0,"2,5g",11g,1g,0mg,"1,00mg"
King Fusion,1 porsi,237.0,10g,39g,4g,0mg,0mg
Ice Cream Cone,100 g,140.0,"3,5g",25g,2g,0mg,0mg
Mochi Kacang Merah,1 serving (45 ml),60.0,"0,5g",13g,0g,0mg,"0,00mg"
Haku Vanilla & Crispy Choco Monaka,100 ml,100.0,"2,5g",17g,2g,0mg,"2,00mg"
Histeria,1 porsi (70 ml),70.0,4g,8g,1g,"6,00mg","0,000mg"
Ice Cone,1 cone (120 g),190.0,"4,5g",32g,5g,0mg,"24,00mg"
Haku Monaka Choco,100 g,130.0,6g,16g,2g,0mg,0mg
CHOCO CORN,1 pack (80 ml),110.0,"2,5g",19g,2g,0mg,"12,00mg"
Cornetto Disc,1 cone (120 ml),260.0,12g,34g,3g,0mg,"2,0mg"
Paddle Pop Doraemon,1 porsi (60 ml),50.0,0g,12g,0g,"12,00mg","0,000mg"
Unicornetto,1 porsi (134 ml),200.0,7g,31g,2g,0mg,"2,00mg"
Vanilla Ice Cream,100 g,120.0,6g,15g,3g,0mg,50mg
Milk Melon Cone,1 takaran saji (100 ml),170.0,10g,18g,2g,0mg,"2,00mg"
Sesame Crispy,1 bungkus (55 g),180.0,12g,19g,1g,0mg,15mg
Brown Sugar Boba Ice Cream,1 porsi (60 ml),70.0,2g,12g,0g,0mg,"7,00mg"
Es Krim Kacang Hijau,100 ml,100.0,5g,11g,2g,0mg,25mg
Frost Bite Crunchy Double Choco,1 bungkus (70 g),190.0,11g,21g,2g,0mg,"14,00mg"
Berry Choco Max,1 porsi (100 g),170.0,10g,18g,2g,0mg,"2,00mg"
Chocolate Flavoured Ice Cream with Wafer Finger,1 cone (110 ml),225.0,"13,7g","28,5g","2,6g",0mg,"19,00mg"
Hula Hula Durian,100 ml,120.0,5g,16g,2g,0mg,50mg
Haku Strawberry & Crispy Choco Monaka,100 ml,140.0,7g,16g,1g,0mg,"8,00mg"
Milo Ice Cream,1 porsi (60 ml),109.0,6g,"13,4g","1,2g",0mg,"11,00mg"
Heart,1 porsi (85 g),170.0,12g,12g,2g,0mg,0mg
Es Podeng,1 gelas,300.0,"15,37g","39,59g","4,11g",144mg,5mg
Chocolate (Es Susu Lapis Cokelat),1 bungkus (50 g),110.0,4g,17g,1g,0mg,"1,00mg"
Cornetto Royale Love Match-A,1 porsi (135 ml),230.0,8g,36g,3g,0mg,"1,0mg"
Waku Waku Banana Choco Nut,1 porsi (60 ml),150.0,9g,17g,2g,0mg,20mg
Frost Bite Double Choco & Nut,1 stick (65 ml),140.0,7g,18g,3g,0mg,"10,00mg"
Frost Bite Strawberry Sakura Mochi,1 kemasan (46 ml),120.0,"1,5g",27g,0g,0mg,"18,00mg"
Crunchy Chocolate Malt,1 bungkus (75 g),260.0,21g,18g,1g,0mg,"17,00mg"
Ketan Kismis,1 porsi (30 g),45.0,0g,11g,1g,0mg,0mg
Arabian Delight,1 cangkir (90 ml),110.0,"4,5g",16g,2g,50mg,"1,500mg"
Es Krim Vanila Ringan (Sajian Lunak),1 porsi setengah mangkok,111.0,"2,29g","19,18g","4,31g",62mg,11mg
Es Krim Vanila Ringan (tanpa Tambahan Gula),1 porsi setengah mangkok,105.0,"5,07g","14,57g","2,7g",65mg,18mg
Strawberry Sundae,100 ml,90.0,"2,5g",14g,1g,0mg,"1,00mg"
Mochi Matcha Choco,1 bungkus (45 ml),120.0,"2,5g",23g,1g,0mg,"23,00mg"
Es Krim Mochi,1 porsi (30 g),70.0,1g,15g,1g,0mg,15mg
Choco Nutty Crunch,100 g,140.0,6g,19g,3g,30mg,"1,500mg"
Haku Monaka Choco Hazelnut,1 porsi (90 ml),130.0,6g,16g,2g,0mg,35mg
Obor,1 porsi (65 g),140.0,6g,19g,2g,0mg,35mg
Strawberry Cone,100 ml,140.0,8g,15g,2g,0mg,55mg
Selection Strawberry Cheesecake,100 ml,100.0,"3,5g",16g,2g,35mg,"1,000mg"
Waku Waku Choco Loop,1 porsi (35 ml),70.0,4g,7g,1g,0mg,10mg
Happy Cow,1 porsi (85 ml),110.0,5g,14g,2g,0mg,39mg
Sweet Corn,1 porsi (65 g),110.0,"4,5g",19g,1g,0mg,30mg
Chocolate Strike,1 porsi (140 ml),130.0,6g,16g,2g,0mg,"2,00mg"
Dark Cookies,1 porsi (100 ml),160.0,8g,22g,2g,"14,00mg","0,000mg"
Frozen Cotton Candy,1 porsi (55 ml),80.0,3g,13g,1g,0mg,30mg
Haku Monaka Vanilla,1 porsi (90 ml),140.0,7g,16g,2g,0mg,"11,00mg"
Frost Bite Pari Pari Vanilla (60g),1 porsi (60 ml),130.0,7g,15g,2g,0mg,35mg
Ice Cream Sundae,100 g,185.0,6g,"29,4g","4,3g",95mg,13mg
3 in 1 Colors,1 sajian (95 g),160.0,8g,20g,4g,0mg,"1,0mg"
Fantasy Apel,1 kemasan (55 ml),50.0,0g,13g,0g,0mg,"13,00mg"
Haku Matcha,1 porsi (90 ml),230.0,14g,23g,2g,0mg,30mg
Oreo Cookies & Cream Chocolate,100 ml,130.0,4g,21g,2g,0mg,"21,00mg"
Alpukat Chocolate,100 ml,120.0,6g,14g,1g,"9,00mg","0,000mg"
Chocolate Truffle,100 ml,130.0,6g,15g,2g,0mg,0mg
Es Krim Cappucino,1 bungkus (55 ml),150.0,8g,19g,1g,15mg,"1,000mg"
Sexy Chocolate,100 g,84.0,"5,2g","3,9g","5,5g",0mg,0mg
Es Stik Rasa Semangka,1 bungkus (65 g),70.0,0g,16g,0g,0mg,"0,00mg"
Mung Bean,1 porsi (70 g),60.0,2g,9g,1g,0mg,25mg
Magnum Classic,1 batang (70 g),200.0,15g,23g,2g,0mg,"2,00mg"
Paddle Pop Shakyz Shake,1 porsi (150 ml),180.0,7g,26g,2g,0mg,0mg
Red Orange Ice Cream,100 ml,90.0,3g,15g,2g,0mg,35mg
Frozen Berry,1 stik (55 ml),60.0,0g,14g,0g,0mg,5mg
Minions Banana,1 porsi (90 ml),90.0,"2,5g",16g,1g,0mg,"1,00mg"
Double Cookie Choc,1 porsi (60 ml),160.0,7g,24g,1g,20mg,"1,000mg"
Strawberry Crispy,1 kemasan saji (90 ml),100.0,6g,12g,1g,0mg,"1,0mg"
Feast Double,1 stick (75 ml),160.0,18g,19g,3g,0mg,"19,00mg"
Concerto Bold,1 cone (115 ml),250.0,11g,30g,3g,0mg,55mg
Haku Matcha Monaka,1 porsi (90 ml),120.0,6g,14g,1g,0mg,"9,00mg"
Frost Bite,1 batang (65 ml),160.0,10g,15g,2g,0mg,25mg
Lu Ve Litee Raspberry,100 ml,100.0,0g,23g,1g,0mg,"15,00mg"
Jujube White Chocolate,1 batang (80 g),170.0,11g,16g,1g,0mg,"9,00mg"
Cornetto Oreo,1 cone (110 ml),230.0,12g,28g,3g,85mg,"1,500mg"
Frost Bite Choco Lava Mochi,1 bungkus (46 ml),120.0,1g,27g,1g,0mg,25mg
Kelapa Jeruk,1 cangkir (90 ml),90.0,"1,5g",17g,1g,0mg,"13,00mg"
Waku Waku Sweet Lychee,1 sajian (60 ml),80.0,"2,5g",14g,1g,0mg,"9,00mg"
Asian Delight Coconut,1 porsi (63 ml),90.0,3g,14g,1g,25mg,"0,000mg"
Es Krim Durian,1 cangkir (85 g),180.0,7g,28g,1g,0mg,20mg
Happy Cone Taro,1 bungkus (45 g),90.0,3g,11g,2g,0mg,"6,00mg"
Hula Hula Tape Ketan,1 porsi (50 ml),90.0,4g,15g,1g,0mg,0mg
Magnum Red Velvet,1 porsi (80 ml),230.0,13g,24g,3g,0mg,"24,00mg"
Obor Strawberry,1 porsi (65 g),150.0,5g,26g,1g,0mg,35mg
Haku Tiramisu,1 sajian per kemasan (110 ml),150.0,9g,17g,2g,0mg,"13,00mg"
Chocolate Sundae,100 ml,130.0,6g,17g,2g,0mg,"2,00mg"
Paddle Pop Fruit Slice Yummy Melon,1 porsi (55 ml),50.0,0g,12g,0g,45mg,"0,000mg"
Black Hojicha,100 ml,230.0,9g,34g,3g,0mg,"3,00mg"
Naughty or Nuts,100 g,88.0,"8,1g",12g,"4,7g",0mg,0mg
Swirl Swirl Swirl,100 g,73.0,"2,76g","8,5g","3,6g",0mg,0mg
Lu Ve Chocolate Chunk,1 porsi (110 ml),170.0,7g,23g,3g,0mg,55mg
Es Krim Rasa Stroberi dan Vanila,1 porsi (90 ml),80.0,"2,5g",13g,1g,25mg,"0,000mg"
Paddle Pop Banana Boat,1 porsi (45 ml),70.0,1g,12g,0g,0mg,"11,00mg"
Tokyo Love Banana,100 ml,130.0,5g,19g,2g,0mg,"2,00mg"
Es Krim Sandwich,100 ml,80.0,1g,15g,1g,0mg,"1,00mg"
Krayon,1 serving  (55 ml),40.0,2g,5g,1g,0mg,5mg
Pocky Colourful,1 takaran saji (36 g),180.0,8g,25g,2g,0mg,30mg
Red Bean,1 sajian (55 ml),40.0,2g,6g,1g,0mg,15mg
Olympia Choco Fudge,1 porsi (80 ml),120.0,5g,16g,2g,0mg,"11,00mg"
Frost Bite Vita Fruit Orange Coco,1 porsi (60 ml),110.0,0g,28g,0g,0mg,"14,00mg"
Sea Salt Caramel Milkshake,1 porsi (50 g),80.0,4g,10g,1g,0mg,"9,00mg"
Fantasy Susu Cokelat,1 porsi (55 ml),60.0,2g,10g,0g,0mg,10mg
Feast Pop Vanilla & Caramel,64ml,180.0,11g,19g,2g,0mg,"2,0mg"
Cornetto Mini Unicorn,1 porsi (56 ml),100.0,"4,5g",15g,1g,0mg,"15,00mg"
Paddle Pop Upin & Ipin,1 porsi (60 ml),50.0,0g,12g,0g,0mg,0mg
Frost Bite,1 pack (46 ml),120.0,"1,5g",28g,1g,0mg,"28,00mg"
Mochi Duo Vanilla Chunk,1 porsi (45 g),90.0,1g,20g,0g,0mg,"9,00mg"
Waku Waku Choco Loop,1 stick (50 ml),110.0,5g,16g,1g,0mg,"8,00mg"
Jcone Choco Vanilla Rainbow,1 sajian  (40 ml),80.0,"3,5g",10g,1g,0mg,"6,00mg"
Cornetto Mini Vanilla,1 porsi (28 ml),60.0,3g,9g,1g,5mg,"0,500mg"
Seru Banana Nugget,1 porsi (35 ml),80.0,"3,5g",12g,1g,0mg,"6,00mg"
Chocolate Condensed Milk,100 ml,150.0,6g,23g,2g,0mg,40mg
Haku Strawberry & Crispy Choco Monaka,100 ml,140.0,7g,16g,1g,0mg,"8,00mg"
Gold Ribbon Strawberry,100 ml,210.0,12g,24g,3g,0mg,"19,00mg"
Choc Rocks Bar Chocolate Nuts,1 porsi (65 ml),140.0,11g,8g,2g,0mg,40mg
Mochi Durian,1 bungkus (45 ml),90.0,"1,5g",18g,1g,0mg,"7,00mg"
Unicorn Rainbow Tart,100 g,120.0,"11,1g","5,3g","4,29g",0mg,0mg
Asian Delight Durian,1 porsi (65 ml),100.0,"3,5g",16g,1g,45mg,"0,000mg"
Waku Waku Chewy Mango,1 serving (55 g),120.0,2g,24g,0g,0mg,"15,00mg"
Es Krim Ogura,100 ml,150.0,4g,26g,2g,0mg,"9,00mg"
Kopi Negeri,1 cup (110 ml),120.0,"3,5g",21g,2g,"14,00mg","0,000mg"
Mochi Chocolate,1 sachet (45 g),100.0,"0,5g",24g,1g,0mg,"24,00mg"
Mochi Klepon,1 kemasan (45 g),50.0,"1,5g",10g,0g,"5,00mg","0,000mg"
Kulkul Chizz,1 porsi (70 ml),70.0,2g,10g,1g,0mg,"10,00mg"
Choco Boost,1 bungkus (60 g),220.0,16g,19g,2g,0mg,"2,00mg"
Mummy Yummy,100 g,103.0,"6,5g",13g,6g,0mg,0mg
Hula Hula Taro,1 porsi (45 ml),110.0,7g,11g,1g,0mg,"9,00mg"
Unity,100 g,109.0,"3,9g","15,3g","4,2g",0mg,0mg
Seru,1 porsi (35 ml),45.0,"1,5g",7g,1g,"5,00mg","0,500mg"
Paddle Pop Milky Duo,1 porsi (36 ml),80.0,"4,5g",10g,1g,0mg,"7,00mg"
Frost Bite Pari Pari Choco Mint,1 porsi (60 ml),160.0,10g,18g,2g,0mg,"13,00mg"
Power Cap Banana,1 porsi (130 ml),150.0,"4,5g",27g,1g,0mg,"27,00mg"
Go Mango,1 es krim (70 ml),80.0,"0,5g",19g,0g,0mg,"16,00mg"
Cool Mango,1 stick (70 g),80.0,3g,14g,1g,0mg,30mg
Royal Choco Brownies,100 ml,170.0,7g,24g,2g,0mg,"15,00mg"
Cool Watermelon Apple,1 porsi (48 g),30.0,0g,6g,0g,0mg,"6,00mg"
Mochi Red Bean,1 serving (45 ml),60.0,"0,5g",13g,0g,0mg,"0,00mg"
Sweet Corn Ice Cream,1 porsi (98 ml),80.0,"2,5g",13g,1g,"9,00mg","0,500mg"
Chocolate Vanilla Choco Chunk,100 ml,150.0,8g,17g,2g,0mg,0mg
Gold Ribbon Cookie Creamy,100 ml,210.0,13g,19g,3g,0mg,80mg
Waku Waku Orange Loop,1 porsi (55 ml),60.0,"1,5g",11g,0g,0mg,"9,00mg"
Espessia,100 ml,110.0,5g,15g,2g,0mg,"15,00mg"
Kul Kul Igloo Chocolate,1 porsi (50 g),70.0,2g,11g,2g,0mg,45mg
Waku Waku Chewy Grape,1 porsi (55 ml),120.0,2g,25g,0g,0mg,0mg
Mochi Strawberry,1 sachet (45 g),80.0,"1,5g",16g,1g,0mg,"7,00mg"
Gold Ribbon Chocolate,100 g,220.0,13g,21g,5g,0mg,100mg
Choc Rocks Bar Vanilla Nuts,1 porsi  (65 ml),150.0,11g,10g,2g,0mg,"8,00mg"
Coffee Regal,1 bungkus (58 ml),140.0,8g,15g,1g,0mg,"11,00mg"
Frost Bite Choco Nut & Cashew,1 bungkus (65 ml),120.0,6g,13g,2g,0mg,"9,00mg"
Haku Double Crispy Choco Monaka,100 ml,140.0,6g,20g,2g,0mg,"9,00mg"
2 In 1 Colors,1 sajian (35 ml),70.0,3g,9g,1g,0mg,10mg
Feast Pop,1 sajian (64 ml),180.0,11g,19g,2g,"14,00mg","2,000mg"
Dracookie,100 g,68.0,3g,5g,5g,0mg,0mg
Strawberry Choco,1 porsi (65 ml),130.0,8g,13g,1g,0mg,"6,00mg"
Magnum Mini Almond,1 serving (36 g),130.0,8g,12g,2g,15mg,"2,000mg"
Haku Blueberry Cheesecake,100 ml,120.0,"3,5g",20g,2g,0mg,40mg
Frost Bite Tutti Frutti,1 stick (70 ml),90.0,"2,5g",15g,1g,0mg,"15,00mg"
Choco Berry,1 sajian (40 g),45.0,"1,5g",8g,1g,0mg,"7,00mg"
Avocado Choco & Mocha,100 ml,140.0,8g,14g,2g,0mg,"14,00mg"
Solero Fruit Mangga,1 porsi (65 ml),70.0,0g,16g,0g,"14,00mg","0,000mg"
Cornetto Black Hojicha,1 cone (135 ml),230.0,9g,34g,3g,0mg,"3,00mg"
Belgian Berry Choco,1 porsi (90 ml),120.0,7g,11g,2g,0mg,"2,00mg"
Coco Taro,1 cup (90 ml),70.0,"1,5g",13g,1g,0mg,"13,00mg"
Waku Waku Choco Pop,1 porsi (30 ml),40.0,"1,5g",6g,0g,0mg,"5,00mg"
Mulberry Red Velvet,1 porsi (70 g),240.0,18g,24g,2g,0mg,44mg
Frost Bite Matcha Ogura Mochi,1 porsi (46 ml),120.0,"1,5g",28g,1g,0mg,"10,00mg"
Durian Ice Cream,100 ml,100.0,5g,12g,2g,0mg,"7,00mg"
Tiramisu Ice Cream,100 ml,140.0,6g,20g,3g,0mg,"13,00mg"
Classic Belgian Chocolate,1 bungkus (65 g),220.0,15g,19g,2g,0mg,35mg
Chocolate Max Cone,100 g,170.0,10g,19g,2g,0mg,"2,00mg"
Summer Barz Frozen Berry,1 porsi (55 ml),60.0,0g,14g,0g,0mg,"0,00mg"
Fruit Twister,1 stik (60 ml),90.0,3g,14g,1g,0mg,"1,00mg"
Double Cookie Strawberry,1 porsi (60 ml),150.0,9g,17g,1g,0mg,"17,00mg"
Cornetto,1 cone (110 ml),240.0,11g,33g,2g,0mg,"2,00mg"
Ice Milk Sandwich Red Bean,1 serving (70 ml),80.0,2g,15g,1g,0mg,"1,00mg"
Markisa,1 porsi (55 ml),40.0,0g,11g,0g,"10,00mg","0,000mg"
Oreo Cookies & Cream Ice Cream,100 g,140.0,8g,17g,2g,0mg,"17,00mg"
Chocolate Mochi,1 porsi (45 g),60.0,2g,11g,0g,"5,00mg","0,000mg"
Kit Kat Ice Cream,1 porsi (85 g),243.0,"15,7g","21,8g","3,6g",0mg,"4,300mg"
Es Krim Rasa Cokelat,100 ml,100.0,"4,5g",12g,2g,0mg,"3,00mg"
Ice Cream Choco Cookies,1 bungkus (60 g),220.0,16g,18g,2g,0mg,20mg
Vanilla Ice Cream,100 ml,100.0,5g,12g,2g,0mg,"7,00mg"
Magnum Macadamia Salted Caramel,1 pack (80 ml),230.0,14g,21g,3g,0mg,"3,00mg"
Magnum Bali Series Coconut,1 porsi (80 ml),220.0,15g,19g,2g,"16,00mg","3,500mg"
Calippo,1 porsi (77 ml),60.0,0g,16g,0g,0mg,"0,00mg"
Crunchy Matcha Cheese,1 porsi (73 g),180.0,9g,23g,2g,0mg,"19,00mg"
Waku Waku Choco Pop,1 stick (30 g),40.0,"1,5g",6g,0g,0mg,"5,00mg"
Es Thai Tea,1 porsi (35 ml),45.0,"1,5g",7g,1g,"5,00mg","0,500mg"
Extra Creamy Classic Vanilla,100 ml,100.0,"3,5g",16g,2g,"12,00mg","0,000mg"
Mochi Vanilla,1 bungkus (30 g),60.0,"1,5g",11g,1g,0mg,"1,00mg"
Jagung,1 bungkus (52 g),100.0,"3,5g",11g,1g,0mg,"8,00mg"
Baby Shark,1 stik (60 ml),50.0,0g,12g,0g,0mg,"0,00mg"
Chocolava,1 sajian (50 ml),100.0,9g,5g,1g,0mg,0mg
Feast Wich,1 eskrim (120 ml),230.0,10g,31g,3g,15mg,"1,500mg"
Magnum Double Berry,1 porsi (95 ml),260.0,16g,27g,2g,0mg,"4,500mg"
Jcone Black Pink,1 cone (90 ml),160.0,7g,23g,2g,0mg,"14,00mg"
Vanila Milkshake,1 porsi (50 g),90.0,6g,9g,1g,0mg,20mg
Jeruk,1 sajian (60 g),60.0,0g,13g,0g,0mg,0mg
Petit Grape,1 bungkus (35 ml),40.0,0g,9g,0g,0mg,0mg
Hula-Hula Tape Ketan Hitam,1 porsi (45 ml),100.0,5g,11g,1g,0mg,"1,00mg"
Magnum Double Chocolate,1 sajian perkemasan (95 ml),260.0,17g,24g,3g,50mg,"4,500mg"
Choco Blast,1 porsi (48 g),80.0,3g,11g,1g,0mg,"11,00mg"
Frost Bite Tutti Frutti,1 porsi (70 ml),90.0,3g,17g,1g,0mg,"13,00mg"
Red Bean,1 bungkus (75 g),110.0,3g,17g,1g,0mg,"17,00mg"
Haku Matcha Monaka,1 piece (90 ml),120.0,6g,14g,1g,0mg,"14,00mg"
Frost Bite Mochi,1 porsi (46 ml),120.0,1g,27g,1g,0mg,"10,00mg"
Paddle Pop Twister Fruity,1 porsi (58 ml),75.0,"1,5g",15g,1g,0mg,"15,00mg"
Populaire Coco Taro,1 cup (90 ml),70.0,"1,5g",13g,1g,0mg,"1,0mg"
Cornetto Boba Brown Sugar Cheese,1 cone (135 ml),220.0,8g,34g,3g,"21,00mg","0,000mg"
Choco Lava Mochi,1 bungkus (46 ml),120.0,1g,27g,1g,0mg,"1,00mg"
Matcha Mood,100ml (100 g),83.0,"2,8g","7,5g","7,2g",0mg,0mg
Paddle Pop Twister Mermaid,1 bungkus (55 ml),70.0,"1,5g",14g,1g,"11,00mg","0,000mg"
Black Forest Cake Ice Cream,100 ml,100.0,4g,16g,2g,"11,00mg","0,000mg"
Ice Cream,100 ml,100.0,4g,16g,2g,0mg,"11,00mg"
Permen Karet (tanpa Gula),1 buah,5.0,"0,01g","1,9g",0g,0mg,0mg
Es Loli (Bebas Gula),1 porsi 50 ml batang,12.0,0g,"2,83g",0g,0mg,"2,83mg"
Susu Kental Manis,1 sendok teh (10 ml),35.0,0g,12g,0g,0mg,"0,000mg"
Brondong Ketan,100 g,380.0,"1,5g",86g,6g,0mg,"49,00mg"
Sweetener,1 sachet (1 g),0.0,0g,1g,0g,0mg,0mg
Gula Jawa,1 sajian (20 ml),60.0,0g,21g,0g,"0,00mg","0,000mg"
Stroberi Beku dengan Gula,1 mangkok,222.0,"0,36g","59,82g","1,33g",5mg,0mg
Arenga Palm Sugar,1 porsi (30 g),120.0,0g,29g,0g,0mg,"0,00mg"
"Selai, Pengawet, Selai Jeruk (Rendah Gula)",1 sdm,26.0,"0,04g","6,57g","0,08g",0mg,0mg
Iced Gem Biscuits,1 sajian (30 g),127.0,"2,2g",25g,2g,0mg,"2,00mg"
Saus Apel dengan Gula,"1 mangkok, saus",194.0,"0,46g","50,77g","0,46g",8mg,0mg
Donat Dilapisi Gula atau Coklat Mengkilat,"1 donat (diameter 9,5 cm)",250.0,"11,94g","34,44g","2,7g",204mg,34mg
Es Kopi dengan Krim dan Gula,1 cangkir kopi (180 ml),50.0,"1,42g","9,14g","0,38g",11mg,0mg
